基金代码,基金名称,基金类型,证券代码,证券名称,标准名称,主题,占净值比例,持仓市值(万元),持股数(万股),原始重复行数
000001,华夏成长混合,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,4.31%,11388.2,20.0,1
000001,华夏成长混合,混合型-灵活,688012,中微公司,中微公司,电芯片/核心半导体,3.07%,8130.8,26.54,1
000001,华夏成长混合,混合型-灵活,002371,北方华创,北方华创,电芯片/核心半导体,2.78%,7340.99,16.42,1
000001,华夏成长混合,混合型-灵活,688041,海光信息,海光信息,电芯片/核心半导体,2.48%,6568.73,31.24,1
000001,华夏成长混合,混合型-灵活,688120,华海清科,华海清科,电芯片/核心半导体,2.38%,6298.8,36.2,1
000001,华夏成长混合,混合型-灵活,688256,寒武纪,寒武纪,电芯片/核心半导体,2.34%,6197.82,6.31,1
000008,嘉实中证500ETF联接A,指数型-股票,688525,佰维存储,佰维存储,存储,0.01%,18.27,0.09,1
000011,华夏大盘精选混合A,混合型-灵活,300502,新易盛,新易盛,光芯片/光通信,2.75%,10306.84,23.65,1
000011,华夏大盘精选混合A,混合型-灵活,300548,长芯博创,博创科技,光芯片/光通信,2.24%,8398.75,54.84,1
000011,华夏大盘精选混合A,混合型-灵活,688041,海光信息,海光信息,电芯片/核心半导体,3.69%,13847.18,65.86,1
000011,华夏大盘精选混合A,混合型-灵活,002371,北方华创,北方华创,电芯片/核心半导体,2.55%,9574.74,21.42,1
000017,财通可持续混合,混合型-偏股,300502,新易盛,新易盛,光芯片/光通信,8.32%,1262.98,2.85,1
000017,财通可持续混合,混合型-偏股,688498,源杰科技,源杰科技,光芯片/光通信,8.17%,1240.71,1.23,1
000017,财通可持续混合,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,7.50%,1138.82,2.0,1
000017,财通可持续混合,混合型-偏股,688256,寒武纪,寒武纪,电芯片/核心半导体,7.10%,1077.27,1.1,1
000020,景顺长城品质投资混合A,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,3.75%,1560.18,2.74,1
000021,华夏优势增长混合,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,3.41%,17651.71,31.0,1
000021,华夏优势增长混合,混合型-偏股,688120,华海清科,华海清科,电芯片/核心半导体,4.04%,20881.34,120.01,1
000021,华夏优势增长混合,混合型-偏股,002371,北方华创,北方华创,电芯片/核心半导体,3.89%,20116.25,45.0,1
000021,华夏优势增长混合,混合型-偏股,688041,海光信息,海光信息,电芯片/核心半导体,2.12%,10984.38,52.24,1
000021,华夏优势增长混合,混合型-偏股,688256,寒武纪,寒武纪,电芯片/核心半导体,2.07%,10704.18,10.89,1
000028,华富安鑫债券A,债券型-混合二级,300308,中际旭创,中际旭创,光芯片/光通信,0.72%,125.27,0.22,1
000028,华富安鑫债券A,债券型-混合二级,688256,寒武纪,寒武纪,电芯片/核心半导体,0.57%,98.3,0.1,1
000030,长城核心优选混合A,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,1.22%,79.72,0.14,1
000039,农银高增长混合,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,3.25%,1133.13,1.99,1
000039,农银高增长混合,混合型-偏股,300502,新易盛,新易盛,光芯片/光通信,3.23%,1125.7,2.54,1
000039,农银高增长混合,混合型-偏股,688041,海光信息,海光信息,电芯片/核心半导体,4.70%,1637.88,7.79,1
000039,农银高增长混合,混合型-偏股,688256,寒武纪,寒武纪,电芯片/核心半导体,4.50%,1567.59,1.59,1
000039,农银高增长混合,混合型-偏股,002371,北方华创,北方华创,电芯片/核心半导体,3.14%,1095.37,2.45,1
000041,华夏全球股票(QDII)(人民币),QDII-普通股票,LITE,Lumentum Holdings Inc,Lumentum,光芯片/光通信,1.56%,,0.83,1
000041,华夏全球股票(QDII)(人民币),QDII-普通股票,MU,美光科技,美光科技,存储,1.77%,,1.94,1
000041,华夏全球股票(QDII)(人民币),QDII-普通股票,NVDA,英伟达,英伟达,电芯片/核心半导体,3.34%,,7.11,1
000041,华夏全球股票(QDII)(人民币),QDII-普通股票,TSM,台积电,台积电ADR,电芯片/核心半导体,2.68%,,2.95,1
000041,华夏全球股票(QDII)(人民币),QDII-普通股票,AVGO,博通,博通,电芯片/核心半导体,2.17%,,2.6,1
000043,嘉实美国成长股票人民币,QDII-普通股票,NVDA,英伟达,英伟达,电芯片/核心半导体,9.97%,,36.7,1
000043,嘉实美国成长股票人民币,QDII-普通股票,AVGO,博通,博通,电芯片/核心半导体,4.86%,,10.07,1
000043,嘉实美国成长股票人民币,QDII-普通股票,TSM,台积电,台积电ADR,电芯片/核心半导体,1.82%,,3.46,1
000044,嘉实美国成长股票美元现汇,QDII-普通股票,NVDA,英伟达,英伟达,电芯片/核心半导体,9.97%,,36.7,1
000044,嘉实美国成长股票美元现汇,QDII-普通股票,AVGO,博通,博通,电芯片/核心半导体,4.86%,,10.07,1
000044,嘉实美国成长股票美元现汇,QDII-普通股票,TSM,台积电,台积电ADR,电芯片/核心半导体,1.82%,,3.46,1
000051,华夏沪深300ETF联接A,指数型-股票,300308,中际旭创,中际旭创,光芯片/光通信,0.02%,343.92,0.6,1
000051,华夏沪深300ETF联接A,指数型-股票,688012,中微公司,中微公司,电芯片/核心半导体,0.02%,273.23,0.89,1
000061,华夏盛世混合,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,6.15%,6052.83,10.63,1
000061,华夏盛世混合,混合型-偏股,300502,新易盛,新易盛,光芯片/光通信,6.05%,5954.43,13.45,1
000061,华夏盛世混合,混合型-偏股,002371,北方华创,北方华创,电芯片/核心半导体,5.00%,4927.5,11.02,1
000061,华夏盛世混合,混合型-偏股,688041,海光信息,海光信息,电芯片/核心半导体,3.95%,3887.81,18.49,1
000063,长盛电子信息主题混合A,混合型-灵活,603986,兆易创新,兆易创新,存储,4.21%,840.49,3.53,1
000063,长盛电子信息主题混合A,混合型-灵活,688041,海光信息,海光信息,电芯片/核心半导体,5.62%,1121.53,5.33,1
000063,长盛电子信息主题混合A,混合型-灵活,688521,芯原股份,芯原股份,电芯片/核心半导体,4.52%,901.39,4.46,1
000063,长盛电子信息主题混合A,混合型-灵活,002371,北方华创,北方华创,电芯片/核心半导体,4.09%,817.34,1.83,1
000066,诺安鸿鑫混合A,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,4.10%,353.03,0.62,1
000066,诺安鸿鑫混合A,混合型-偏股,688521,芯原股份,芯原股份,电芯片/核心半导体,4.18%,359.93,1.78,1
000072,华安稳健回报混合A,混合型-灵活,300502,新易盛,新易盛,光芯片/光通信,0.30%,26.57,0.06,1
000072,华安稳健回报混合A,混合型-灵活,688981,中芯国际,中芯国际,电芯片/核心半导体,0.21%,18.8,0.2,1
000073,摩根成长动力混合A,混合型-灵活,300502,新易盛,新易盛,光芯片/光通信,8.57%,1917.5,4.33,1
000073,摩根成长动力混合A,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,8.20%,1833.5,3.22,1
000082,嘉实研究阿尔法股票A,股票型,300308,中际旭创,中际旭创,光芯片/光通信,2.35%,1104.66,1.94,1
000082,嘉实研究阿尔法股票A,股票型,300502,新易盛,新易盛,光芯片/光通信,1.54%,721.83,1.63,1
000082,嘉实研究阿尔法股票A,股票型,603986,兆易创新,兆易创新,存储,1.31%,616.68,2.59,1
000117,广发轮动配置混合,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,4.16%,968.0,1.7,1
000126,招商安润灵活配置混合A,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,3.30%,854.12,1.5,1
000126,招商安润灵活配置混合A,混合型-灵活,688981,中芯国际,中芯国际,电芯片/核心半导体,3.60%,931.33,9.9,1
000136,民生加银策略精选混合A,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,7.59%,9110.56,16.0,1
000136,民生加银策略精选混合A,混合型-灵活,688041,海光信息,海光信息,电芯片/核心半导体,4.38%,5256.5,25.0,1
000142,融通增强收益债券A,债券型-混合二级,300502,新易盛,新易盛,光芯片/光通信,0.65%,1651.79,3.73,1
000143,鹏华双债加利债券A,债券型-混合二级,300308,中际旭创,中际旭创,光芯片/光通信,1.16%,41508.85,72.9,1
000143,鹏华双债加利债券A,债券型-混合二级,688256,寒武纪,寒武纪,电芯片/核心半导体,0.73%,26021.48,26.47,1
000166,中海信息产业混合A,混合型-偏股,688048,长光华芯,长光华芯,光芯片/光通信,5.47%,358.89,1.74,1
000166,中海信息产业混合A,混合型-偏股,688498,源杰科技,源杰科技,光芯片/光通信,5.00%,328.08,0.33,1
000166,中海信息产业混合A,混合型-偏股,300223,北京君正,北京君正,存储,4.96%,325.42,3.12,1
000166,中海信息产业混合A,混合型-偏股,688008,澜起科技,澜起科技,存储,4.68%,307.2,2.45,1
000166,中海信息产业混合A,混合型-偏股,603986,兆易创新,兆易创新,存储,4.32%,283.34,1.19,1
000166,中海信息产业混合A,混合型-偏股,688521,芯原股份,芯原股份,电芯片/核心半导体,4.53%,297.48,1.47,1
000167,广发聚优灵活配置混合A,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,4.54%,871.2,1.53,1
000171,易方达裕丰回报债券A,债券型-混合二级,300502,新易盛,新易盛,光芯片/光通信,1.55%,30206.07,68.21,1
000171,易方达裕丰回报债券A,债券型-混合二级,300308,中际旭创,中际旭创,光芯片/光通信,1.36%,26506.04,46.55,1
000171,易方达裕丰回报债券A,债券型-混合二级,688521,芯原股份,芯原股份,电芯片/核心半导体,1.33%,25882.24,127.94,1
000171,易方达裕丰回报债券A,债券型-混合二级,688256,寒武纪,寒武纪,电芯片/核心半导体,0.91%,17745.9,18.05,1
000172,华泰柏瑞量化增强混合A,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,2.48%,3395.96,5.96,1
000172,华泰柏瑞量化增强混合A,混合型-偏股,300502,新易盛,新易盛,光芯片/光通信,1.26%,1725.3,3.9,1
000173,汇添富美丽30混合A,混合型-偏股,688498,源杰科技,源杰科技,光芯片/光通信,3.75%,4012.31,3.99,1
000176,嘉实沪深300指数研究增强A,指数型-股票,300308,中际旭创,中际旭创,光芯片/光通信,2.65%,3679.53,6.46,1
000189,易方达丰华债券A,债券型-混合二级,600584,长电科技,长电科技,存储,0.61%,4474.08,115.46,1
000199,国泰量化策略收益混合A,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,1.68%,671.9,1.18,1
000199,国泰量化策略收益混合A,混合型-偏股,300502,新易盛,新易盛,光芯片/光通信,0.84%,336.56,0.76,1
000199,国泰量化策略收益混合A,混合型-偏股,688525,佰维存储,佰维存储,存储,1.55%,621.13,2.93,1
000209,中信保诚新兴产业混合A,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,4.73%,7299.84,12.82,1
000209,中信保诚新兴产业混合A,混合型-偏股,300502,新易盛,新易盛,光芯片/光通信,2.86%,4415.11,9.97,1
000209,中信保诚新兴产业混合A,混合型-偏股,688008,澜起科技,澜起科技,存储,2.41%,3719.88,29.69,1
000209,中信保诚新兴产业混合A,混合型-偏股,688213,思特威,思特威,电芯片/核心半导体,3.59%,5535.77,67.02,1
000209,中信保诚新兴产业混合A,混合型-偏股,688041,海光信息,海光信息,电芯片/核心半导体,2.60%,4017.27,19.11,1
000209,中信保诚新兴产业混合A,混合型-偏股,688521,芯原股份,芯原股份,电芯片/核心半导体,2.35%,3618.38,17.89,1
000214,广发成长优选混合,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,2.03%,358.73,0.63,1
000214,广发成长优选混合,混合型-灵活,300502,新易盛,新易盛,光芯片/光通信,1.73%,305.56,0.69,1
000214,广发成长优选混合,混合型-灵活,688256,寒武纪,寒武纪,电芯片/核心半导体,1.34%,236.71,0.24,1
000219,博时裕益混合A,混合型-灵活,002371,北方华创,北方华创,电芯片/核心半导体,6.38%,2632.83,5.89,1
000219,博时裕益混合A,混合型-灵活,688213,思特威,思特威,电芯片/核心半导体,5.64%,2328.84,28.19,1
000236,工银月月薪定期支付债券A,债券型-混合二级,603986,兆易创新,兆易创新,存储,0.80%,142.86,0.6,1
000242,景顺长城策略精选灵活配置混合A,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,3.90%,7698.42,13.52,1
000259,农银区间收益混合,混合型-灵活,688498,源杰科技,源杰科技,光芯片/光通信,3.94%,1212.26,1.21,1
000259,农银区间收益混合,混合型-灵活,300502,新易盛,新易盛,光芯片/光通信,2.72%,835.2,1.89,1
000259,农银区间收益混合,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,2.41%,740.23,1.3,1
000259,农银区间收益混合,混合型-灵活,300394,天孚通信,天孚通信,光芯片/光通信,1.51%,464.46,1.54,1
000259,农银区间收益混合,混合型-灵活,688256,寒武纪,寒武纪,电芯片/核心半导体,3.13%,962.85,0.98,1
000259,农银区间收益混合,混合型-灵活,688981,中芯国际,中芯国际,电芯片/核心半导体,1.70%,521.57,5.55,1
000259,农银区间收益混合,混合型-灵活,688041,海光信息,海光信息,电芯片/核心半导体,1.64%,504.58,2.4,1
000259,农银区间收益混合,混合型-灵活,002371,北方华创,北方华创,电芯片/核心半导体,1.61%,495.05,1.11,1
000263,工银信息产业混合A,混合型-偏股,300502,新易盛,新易盛,光芯片/光通信,6.32%,6035.91,13.63,1
000263,工银信息产业混合A,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,5.57%,5312.6,9.33,1
000294,华安生态优先混合A,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,4.16%,2602.2,4.57,1
000294,华安生态优先混合A,混合型-偏股,300394,天孚通信,天孚通信,光芯片/光通信,3.49%,2186.6,7.25,1
000297,鹏华可转债债券A,债券型-混合二级,300308,中际旭创,中际旭创,光芯片/光通信,1.26%,9998.84,17.56,1
000297,鹏华可转债债券A,债券型-混合二级,688256,寒武纪,寒武纪,电芯片/核心半导体,0.89%,7067.38,7.19,1
000308,建信创新中国混合,混合型-偏股,300502,新易盛,新易盛,光芯片/光通信,4.89%,1642.94,3.71,1
000308,建信创新中国混合,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,3.20%,1076.18,1.89,1
000309,大摩品质生活精选股票A,股票型,300502,新易盛,新易盛,光芯片/光通信,4.64%,1417.09,3.2,1
000311,景顺长城沪深300指数增强A,指数型-股票,300308,中际旭创,中际旭创,光芯片/光通信,2.22%,7528.91,13.22,1
000311,景顺长城沪深300指数增强A,指数型-股票,300502,新易盛,新易盛,光芯片/光通信,1.49%,5054.58,11.41,1
000312,华安沪深300增强A,指数型-股票,300502,新易盛,新易盛,光芯片/光通信,3.17%,3370.01,7.61,1
000312,华安沪深300增强A,指数型-股票,300308,中际旭创,中际旭创,光芯片/光通信,2.97%,3161.99,5.55,1
000312,华安沪深300增强A,指数型-股票,002371,北方华创,北方华创,电芯片/核心半导体,2.21%,2353.01,5.26,1
000312,华安沪深300增强A,指数型-股票,688256,寒武纪,寒武纪,电芯片/核心半导体,1.71%,1816.68,1.85,1
000313,华安沪深300增强C,指数型-股票,300502,新易盛,新易盛,光芯片/光通信,3.17%,3370.01,7.61,1
000313,华安沪深300增强C,指数型-股票,300308,中际旭创,中际旭创,光芯片/光通信,2.97%,3161.99,5.55,1
000313,华安沪深300增强C,指数型-股票,002371,北方华创,北方华创,电芯片/核心半导体,2.21%,2353.01,5.26,1
000313,华安沪深300增强C,指数型-股票,688256,寒武纪,寒武纪,电芯片/核心半导体,1.71%,1816.68,1.85,1
000327,南方潜力新蓝筹混合A,混合型-偏股,300502,新易盛,新易盛,光芯片/光通信,4.28%,2254.06,5.09,1
000327,南方潜力新蓝筹混合A,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,4.28%,2249.17,3.95,1
000327,南方潜力新蓝筹混合A,混合型-偏股,688256,寒武纪,寒武纪,电芯片/核心半导体,5.28%,2776.48,2.82,1
000328,摩根转型动力混合A,混合型-灵活,300502,新易盛,新易盛,光芯片/光通信,6.80%,1111.53,2.51,1
000328,摩根转型动力混合A,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,4.35%,710.0,1.25,1
000336,农银研究精选混合,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,2.84%,4617.92,8.11,1
000336,农银研究精选混合,混合型-灵活,300502,新易盛,新易盛,光芯片/光通信,2.63%,4268.98,9.64,1
000354,长盛城镇化主题混合A,混合型-偏股,300394,天孚通信,天孚通信,光芯片/光通信,9.64%,4614.48,15.3,1
000354,长盛城镇化主题混合A,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,9.28%,4441.4,7.8,1
000354,长盛城镇化主题混合A,混合型-偏股,300502,新易盛,新易盛,光芯片/光通信,7.86%,3764.14,8.5,1
000354,长盛城镇化主题混合A,混合型-偏股,688048,长光华芯,长光华芯,光芯片/光通信,5.38%,2575.0,12.5,1
000368,汇添富沪深300安中指数A,指数型-股票,300308,中际旭创,中际旭创,光芯片/光通信,4.04%,3246.66,5.7,1
000368,汇添富沪深300安中指数A,指数型-股票,300502,新易盛,新易盛,光芯片/光通信,2.53%,2035.43,4.6,1
000377,摩根双债增利债券A,债券型-混合二级,300308,中际旭创,中际旭创,光芯片/光通信,0.33%,2106.82,3.7,1
000378,摩根双债增利债券C,债券型-混合二级,300308,中际旭创,中际旭创,光芯片/光通信,0.33%,2106.82,3.7,1
000390,华商优势行业混合A,混合型-灵活,300502,新易盛,新易盛,光芯片/光通信,7.97%,80872.37,182.62,1
000390,华商优势行业混合A,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,7.37%,74782.95,131.33,1
000390,华商优势行业混合A,混合型-灵活,688498,源杰科技,源杰科技,光芯片/光通信,5.73%,58176.37,57.86,1
000390,华商优势行业混合A,混合型-灵活,688048,长光华芯,长光华芯,光芯片/光通信,3.23%,32796.97,159.21,1
000390,华商优势行业混合A,混合型-灵活,300548,长芯博创,博创科技,光芯片/光通信,2.81%,28514.69,186.19,1
000398,华富灵活配置混合A,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,2.11%,170.82,0.3,1
000398,华富灵活配置混合A,混合型-灵活,300502,新易盛,新易盛,光芯片/光通信,2.07%,168.28,0.38,1
000404,易方达新兴成长灵活配置,混合型-灵活,300502,新易盛,新易盛,光芯片/光通信,9.84%,34530.76,77.98,1
000404,易方达新兴成长灵活配置,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,9.75%,34216.02,60.09,1
000404,易方达新兴成长灵活配置,混合型-灵活,688521,芯原股份,芯原股份,电芯片/核心半导体,3.81%,13363.96,66.06,1
000406,汇添富双利增强债券A,债券型-混合二级,300661,圣邦股份,圣邦股份,电芯片/核心半导体,1.11%,13530.86,200.07,1
000407,汇添富双利增强债券C,债券型-混合二级,300661,圣邦股份,圣邦股份,电芯片/核心半导体,1.11%,13530.86,200.07,1
000410,益民服务领先混合A,混合型-灵活,300620,光库科技,光库科技,光芯片/光通信,3.00%,81.89,0.46,1
000410,益民服务领先混合A,混合型-灵活,688498,源杰科技,源杰科技,光芯片/光通信,2.33%,63.64,0.06,1
000410,益民服务领先混合A,混合型-灵活,002281,光迅科技,光迅科技,光芯片/光通信,1.89%,51.42,0.61,1
000410,益民服务领先混合A,混合型-灵活,688313,仕佳光子,仕佳光子,光芯片/光通信,1.88%,51.29,0.62,1
000410,益民服务领先混合A,混合型-灵活,603083,剑桥科技,剑桥科技,光芯片/光通信,1.71%,46.74,0.46,1
000410,益民服务领先混合A,混合型-灵活,688048,长光华芯,长光华芯,光芯片/光通信,1.30%,35.58,0.17,1
000411,景顺长城优质成长股票A,股票型,300502,新易盛,新易盛,光芯片/光通信,8.92%,19547.8,44.14,1
000411,景顺长城优质成长股票A,股票型,300308,中际旭创,中际旭创,光芯片/光通信,8.35%,18295.14,32.13,1
000411,景顺长城优质成长股票A,股票型,300394,天孚通信,天孚通信,光芯片/光通信,6.30%,13806.31,45.78,1
000411,景顺长城优质成长股票A,股票型,688498,源杰科技,源杰科技,光芯片/光通信,5.01%,10971.66,10.91,1
000414,嘉实绝对收益策略定期混合A,混合型-绝对收益,300308,中际旭创,中际旭创,光芯片/光通信,1.91%,113.88,0.2,1
000462,农银主题轮动混合A,混合型-灵活,300502,新易盛,新易盛,光芯片/光通信,4.83%,2648.18,5.98,1
000462,农银主题轮动混合A,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,4.80%,2630.67,4.62,1
000462,农银主题轮动混合A,混合型-灵活,300394,天孚通信,天孚通信,光芯片/光通信,2.87%,1571.34,5.21,1
000462,农银主题轮动混合A,混合型-灵活,002371,北方华创,北方华创,电芯片/核心半导体,5.03%,2757.32,6.17,1
000462,农银主题轮动混合A,混合型-灵活,688256,寒武纪,寒武纪,电芯片/核心半导体,4.78%,2620.38,2.67,1
000462,农银主题轮动混合A,混合型-灵活,688041,海光信息,海光信息,电芯片/核心半导体,4.57%,2504.11,11.91,1
000462,农银主题轮动混合A,混合型-灵活,688012,中微公司,中微公司,电芯片/核心半导体,2.99%,1635.92,5.34,1
000462,农银主题轮动混合A,混合型-灵活,688981,中芯国际,中芯国际,电芯片/核心半导体,2.40%,1315.39,13.99,1
000478,建信中证500指数增强A,指数型-股票,688525,佰维存储,佰维存储,存储,0.89%,3048.42,14.38,1
000496,长安产业精选混合A,混合型-灵活,300502,新易盛,新易盛,光芯片/光通信,8.45%,416.27,0.94,1
000496,长安产业精选混合A,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,8.09%,398.59,0.7,1
000496,长安产业精选混合A,混合型-灵活,300394,天孚通信,天孚通信,光芯片/光通信,3.30%,162.86,0.54,1
000507,宏利宏达混合A,混合型-偏债,603986,兆易创新,兆易创新,存储,1.03%,52.38,0.22,1
000508,宏利宏达混合B,混合型-偏债,603986,兆易创新,兆易创新,存储,1.03%,52.38,0.22,1
000512,国泰沪深300指数增强A,指数型-股票,300308,中际旭创,中际旭创,光芯片/光通信,1.47%,114.51,0.2,1
000512,国泰沪深300指数增强A,指数型-股票,688981,中芯国际,中芯国际,电芯片/核心半导体,1.57%,122.27,1.3,1
000513,富国高端制造行业股票A,股票型,300502,新易盛,新易盛,光芯片/光通信,6.02%,3826.14,8.64,1
000513,富国高端制造行业股票A,股票型,300308,中际旭创,中际旭创,光芯片/光通信,3.59%,2277.64,4.0,1
000522,华润元大信息传媒科技混合A,混合型-偏股,300394,天孚通信,天孚通信,光芯片/光通信,9.53%,2382.64,7.9,1
000522,华润元大信息传媒科技混合A,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,7.97%,1992.94,3.5,1
000522,华润元大信息传媒科技混合A,混合型-偏股,300502,新易盛,新易盛,光芯片/光通信,7.09%,1771.36,4.0,1
000522,华润元大信息传媒科技混合A,混合型-偏股,688012,中微公司,中微公司,电芯片/核心半导体,7.35%,1838.28,6.0,1
000524,摩根民生需求股票A,股票型,300502,新易盛,新易盛,光芯片/光通信,6.81%,710.94,1.61,1
000524,摩根民生需求股票A,股票型,300308,中际旭创,中际旭创,光芯片/光通信,5.13%,535.02,0.94,1
000527,南方新优享灵活配置混合A,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,2.67%,7464.97,13.11,1
000527,南方新优享灵活配置混合A,混合型-灵活,300502,新易盛,新易盛,光芯片/光通信,2.49%,6955.38,15.71,1
000529,广发竞争优势混合A,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,4.32%,1685.45,2.96,1
000531,东吴阿尔法灵活配置混合A,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,9.10%,1087.57,1.91,1
000531,东吴阿尔法灵活配置混合A,混合型-灵活,300502,新易盛,新易盛,光芯片/光通信,9.06%,1082.3,2.44,1
000534,长盛高端装备混合A,混合型-灵活,300308,中际旭创,中际旭创,光芯片/光通信,3.98%,5392.31,9.47,1
000534,长盛高端装备混合A,混合型-灵活,688256,寒武纪,寒武纪,电芯片/核心半导体,4.14%,5605.26,5.7,1
000541,华商创新成长混合发起式A,混合型-灵活,688041,海光信息,海光信息,电芯片/核心半导体,2.70%,9291.62,44.19,1
000545,中邮核心竞争力灵活配置混合,混合型-灵活,688012,中微公司,中微公司,电芯片/核心半导体,3.02%,919.14,3.0,1
000547,建信健康民生混合A,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,4.13%,1098.96,1.93,1
000547,建信健康民生混合A,混合型-偏股,603986,兆易创新,兆易创新,存储,2.86%,759.54,3.19,1
000547,建信健康民生混合A,混合型-偏股,688521,芯原股份,芯原股份,电芯片/核心半导体,2.53%,673.74,3.33,1
000549,华安大国新经济股票A,股票型,688498,源杰科技,源杰科技,光芯片/光通信,2.91%,168.01,0.17,1
000549,华安大国新经济股票A,股票型,688008,澜起科技,澜起科技,存储,1.53%,88.13,0.7,1
000549,华安大国新经济股票A,股票型,688041,海光信息,海光信息,电芯片/核心半导体,2.51%,145.1,0.69,1
000549,华安大国新经济股票A,股票型,002371,北方华创,北方华创,电芯片/核心半导体,2.43%,140.4,0.31,1
000573,天弘通利混合A,混合型-灵活,688041,海光信息,海光信息,电芯片/核心半导体,3.87%,2102.6,10.0,1
000573,天弘通利混合A,混合型-灵活,002371,北方华创,北方华创,电芯片/核心半导体,3.29%,1788.0,4.0,1
000577,安信价值精选股票A,股票型,300502,新易盛,新易盛,光芯片/光通信,9.44%,12124.96,27.38,1
000577,安信价值精选股票A,股票型,002371,北方华创,北方华创,电芯片/核心半导体,8.19%,10519.16,23.53,1
000577,安信价值精选股票A,股票型,688012,中微公司,中微公司,电芯片/核心半导体,5.48%,7040.09,22.98,1
000578,鑫元恒鑫收益增强债券型发起式A,债券型-混合二级,688981,中芯国际,中芯国际,电芯片/核心半导体,0.45%,90.74,0.96,1
000579,鑫元恒鑫收益增强债券型发起式C,债券型-混合二级,688981,中芯国际,中芯国际,电芯片/核心半导体,0.45%,90.74,0.96,1
000586,景顺长城中小创精选股票A,股票型,688256,寒武纪,寒武纪,电芯片/核心半导体,3.98%,772.93,0.79,1
000589,光大银发商机混合A,混合型-偏股,603986,兆易创新,兆易创新,存储,3.92%,243.15,1.02,1
000589,光大银发商机混合A,混合型-偏股,002371,北方华创,北方华创,电芯片/核心半导体,3.75%,232.66,0.52,1
000592,建信改革红利股票A,股票型,300308,中际旭创,中际旭创,光芯片/光通信,5.76%,2763.69,4.85,1
000592,建信改革红利股票A,股票型,300502,新易盛,新易盛,光芯片/光通信,3.04%,1460.13,3.3,1
000592,建信改革红利股票A,股票型,688041,海光信息,海光信息,电芯片/核心半导体,3.80%,1826.13,8.69,1
000592,建信改革红利股票A,股票型,688521,芯原股份,芯原股份,电芯片/核心半导体,3.49%,1677.71,8.29,1
000595,嘉实泰和混合,混合型-灵活,688012,中微公司,中微公司,电芯片/核心半导体,3.65%,9144.06,29.85,1
000597,中海积极收益混合,混合型-灵活,300394,天孚通信,天孚通信,光芯片/光通信,0.69%,36.19,0.12,1
000597,中海积极收益混合,混合型-灵活,688008,澜起科技,澜起科技,存储,0.76%,39.64,0.32,1
000597,中海积极收益混合,混合型-灵活,688525,佰维存储,佰维存储,存储,0.70%,36.48,0.17,1
000601,华宝创新优选混合,混合型-偏股,300502,新易盛,新易盛,光芯片/光通信,7.90%,5024.51,11.35,1
000601,华宝创新优选混合,混合型-偏股,300308,中际旭创,中际旭创,光芯片/光通信,7.65%,4862.76,8.54,1
000601,华宝创新优选混合,混合型-偏股,688498,源杰科技,源杰科技,光芯片/光通信,3.31%,2102.98,2.09,1
000601,华宝创新优选混合,混合型-偏股,300394,天孚通信,天孚通信,光芯片/光通信,2.89%,1836.74,6.09,1
000603,易方达创新驱动灵活配置混合,混合型-灵活,300394,天孚通信,天孚通信,光芯片/光通信,9.00%,20592.64,68.28,1
